excessFee,rrp,balanceRRP,oldBalanceRRP,productName,productDesc,coverage,productCode,policyStartDate,policyEndDate,policyStatus,retailerName,deviceType,make,model,purchaseDate,deviceCost,relationship,channel,claimType,country,status,turnOnOff,touchScreen,smashed,frontCamera,backCamera,frontOrBackCamera,audio,mic,buttons,connection,charging,other,issueDesc
59.0,1579.0,1579.0,1579.0,NL_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1203,2023-11-03 00:00:00,2024-11-03 00:00:00,Active,PSFM RETAIL ELECTRONICS,SMARTPHONES,WUAWEI,WUAWEI-AAA119,2023-11-03 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Ik stapte uit mijn auto en mijn telefoon viel uit mijn *** op *** voorscherm. *** scherm heeft linksboven *** sterretje en *** aantal barsten. Soms reageert *** scherm niet helemaal lekker vanwege de barsten en voelt scherp ***.
589.0,18407.0,18407.0,18407.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,15/02/2023,15/08/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,15/02/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"*** **** *** i handen i sÃ¤ngen, en av **** hundar hoppade pÃ¥ mig varav mobilen gled ur handen och ur sÃ¤ngen ner pÃ¥ ******. Trodde *** **** klarat ***, till *** tog av skalet och sÃ¥g en spricka i vÃ¤nstra hÃ¶rnet."
59.0,1099.0,1099.0,1099.0,NL_ADLD+THEFT_1Y_UPFRONT_EPP_SMARTPHONE_BACKTOSCHOOL50%,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT1231,29/08/2022,29/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA96,30/08/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,Ik heb mijn telefoon meegenomen naar mijn werk. Bij aankomst bleken er krasjes op *** scherm te zitten. Ik heb **** contact opgenomen met WUAWEI ivm de garantie. Ik mocht de telefoon op ***** ***** voor verder onderzoek. ******** kreeg ik bericht dat *** niet ***** de garantie valt dus vandaar deze claim.
619.0,14990.0,12304.91,12304.91,SE_ADLD_12M_MONTHLY_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD12,24/03/2023,24/03/2024,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA12,24/03/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Hej telefon anvÃ¤nds av mig *** Ã¤r Ã¤gare ********* och olycka hÃ¤nde nÃ¤r *** var pÃ¥ vÃ¤g till *************** en samtal och nÃ¤r *** ska ***** tappade *** telefonen och *** landade pÃ¥ asfalten och fick en spricka I skÃ¤rmen 
59.0,1449.0,1449.0,1449.0,NL_ADLD+THEFT_24M_UPFRONT_SMARTPHONE,"WUAWEI Care+ Onopzettelijke Schade, Vloeistofschade en Diefstal",ADLD/THEFT,NLADLDTHEFT24,19/04/2022,19/04/2024,Active,,,WUAWEI,WUAWEI-AAA29,19/04/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"I'm a business owner. What I do with most of my days is deliveries from point A to point B on ****-bike in **********\n\nOne of my former business partners, Deliveroo, provided me with a bike support for my phone that would have two purposes : transparency, in order for the screen to be visible and sensitive to touch, all through a layer or plastic - and water resistance, since my activity requires me to sometimes work through ***** weather conditions, including rain.\n\nI received this piece of equipment from Deliveroo in ***************, along with other work tools designed for my activity. I have been using this phone bike support with no complaints since ************ and it held my phone safe from water drops and any mechanic shocks (from constant vibrations from being on the road all day long).\n\nThat was, until ***** - ********************* ********* (Netherlands time). As I pick up a delivery from point A to point B, I take a road I thought I knew well enough. But a road bump that I was unaware of decided to interfere with my plans... which caused the safety mechanism of my bike phone support to snap and my phone caught ***** asphalt head on. The plastic protective layer of my bike phone support was not enough to prevent the mechanic shock (at the time of this message, I still think there's pieces of glass stuck inside the bike phone support). A noticeable screen crack occured in between the power button and the volume buttons, which rendered my screen useless. I should hope that the next menu of this insurance claim will allow me to share some pictures, so that you can have a better visual understanding of what I'm talking about.\n\nEverything else works - and since the fingerprint scanner is ultrasonic and not optical, I can still unlock my phone and use Google assistant for simple tasks such as turning on mobile data/ WI-FI, but the phone cannot be used past that."
589.0,16174.0,16174.0,16174.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,24/05/2023,24/11/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA127,24/05/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Telefonen Ã¥kte *** pÃ¥ badrumsgolvet frÃ¥n en hurts, varpÃ¥ skÃ¤rmen sprack. Det verkar *** att *** fungerar i Ã¶vrigt *** displayen Ã¤r trasig. *** man bilder med frÃ¤mre ******* sÃ¥ *** bilden pÃ¥verkas *** det *** bero pÃ¥ att spricka gÃ¥r rakt igenom *******. "
1454.0,13490.0,13490.0,13490.0,SE_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1215,31/08/2022,31/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA52,31/08/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** promenerade inomhus och tappade *** telefon pÃ¥ ****** i ********* och nu funkar **** skÃ¤rmen lÃ¤ngre. UngefÃ¤r 1/3 av skÃ¤rmen Ã¤r helt svart (mitten) och Ã¶vriga 2/3 (Ã¶ver och under) blinkar vitt ***** ibland visas bakgrunden. Det gÃ¥r **** ****** att Ã¶ppna telefonen helt. 
619.0,17790.0,17790.0,17790.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD24,2022-08-03 00:00:00,2024-08-03 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA41,2022-08-03 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Tappade telefonen i ****** sÃ¥ *** sprack pÃ¥ bÃ¥de sidor pÃ¥ olika stÃ¤llen. SkÃ¤rmen *** flera skador och *** blinkar och beter *** konstigt. *** tror att *** funkar fÃ¶rrutom det.
59.0,1099.0,1099.0,1099.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,15/07/2022,15/07/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA75,15/07/2022,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,"telefoon was gevallen en er zitten krassen op het scherm, verder doet die het goed, maar ik weet niet of er mogelijk verder nog iets beschadigd is door de val.","De telefoon viel buiten, op de grond, en heeft als gevolg daarvan krassen op *** scherm gekregen, verder doet alles ***, tot nu toe maar **** ik niet of er verder ook nog andere ****** heeft plaatsgevonden door de ***."
619.0,10490.0,10490.0,10490.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃ¤tskeskador,ADLD,SEADLD24,13/05/2022,13/05/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA202,13/05/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Telefonen slant ur handen nÃ¤r *** skulle stÃ¤nga bildÃ¶rren och *** hamnade pÃ¥ asfalten. *** **** skÃ¤rmskydd och skal pÃ¥.\*** *** (en bit av hÃ¶rnet uppe till hÃ¶ger) av skÃ¤rmen Ã¤r dÃ¶d.\nDen blinkar okontrollerbart i standby-lÃ¤ge.\n
349.0,3256.11,3256.11,3256.11,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,30/03/2023,30/09/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA133,30/03/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** **** hÃ¤mtat *** son pÃ¥ dagis och vi var nÃ¤stan *****. *** var hungrig och trÃ¶tt och fick dÃ¤rfÃ¶r anvÃ¤nda *** telefon fÃ¶r att ***** pÃ¥ Youtube kids. *** talade telefonen och *** ramlade ur vagnen och ner pÃ¥ ****** sÃ¥ att skÃ¤rmen sprack.
619.0,13490.0,13490.0,13490.0,SE_ADLD+THEFT_12M_MONTHLY_SMARTPHONE,"WUAWEI Care+ Otursskador, fuktskador och stÃ¶ld",ADLD/THEFT,SEADLDTHEFT12,14/08/2022,14/08/2023,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA15,14/08/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** gick pÃ¥ promenad till *********************** frÃ¥n ****************** med *** **** och hunden drog mig sÃ¥ *** tappade *** pÃ¥ ******. SkÃ¤rmen spricker frÃ¥n kanten.
59.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-03-02 00:00:00,2024-03-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA129,2023-03-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Krassen op scherm,"Niet helemaal duidelijk, maar er zitten meerdere krassen op *** scherm. Ik vermoed ergens tegenaan gelopen of ergens **** gezeten. 1 diepe kras en meerdere kleine krassen zijn aanwezig."
619.0,15490.0,9193.43,9193.43,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃ¤tskeskador,ADLD,SEADLD24,2022-05-05 00:00:00,2024-05-05 00:00:00,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA9,2022-05-05 00:00:00,0,self,Email,Accidental Damage,SE,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Skulle ***** pÃ¥ samtal Tappade dÃ¥ telefonen *** landade pÃ¥ skÃ¤rmen *** dÃ¥ sprack\nDet var *** sjÃ¤lv *** anvÃ¤nde telefonen\nOch skadan intrÃ¤ffade i **** kÃ¶k dÃ¤r *** *** klinker golv
349.0,2217.0,2217.0,2217.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,27/03/2023,27/09/2023,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA171,27/03/2023,0,self,Online Portal,Accidental Damage,SE,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,*** anvÃ¤nde ******* och rÃ¥kade tappa telefonen pÃ¥ en **** sÃ¥ att skÃ¤rmen blev helt krossad och fÃ¶rstÃ¶rd pÃ¥ flera stÃ¤llen. Telefon reagerar **** alls lÃ¤ngre. 
59.0,1579.0,1579.0,1579.0,NL_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD24,28/03/2023,28/03/2025,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA119,28/03/2023,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Telefoon is gevallen op stenen vloer , scherm is beschadigd en strepen op beeld \nscherm is scherp , glas kapot en reageert niet op bepaalde aanrakingen "
589.0,11709.0,11709.0,11709.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,27/02/2023,27/08/2023,Active,SWEDEN ESTORE BULK UPLOAD,SMARTPHONES,WUAWEI,WUAWEI-AAA158,27/02/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"************************* *** anvÃ¤nt telefonen , telefonen mÃ¥ste ha fÃ¥tt *** en smÃ¤ll i fickan el nÃ¤r *** *** ha tappat telefonen i golvet , *** *** haft skyddskal **** tiden , sÃ¥ mÃ¤rkte ***** i fÃ¶rra veckan dÃ¥ *** skulle byta skal till telefonen . "
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-09-02 00:00:00,2024-09-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,2023-09-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Barst in scherm ,"Er viel *** glas om precies op de zijkant *** *** toestel. **** *** ik er niet *** *** maken maar **** toch iets verzinnen om *** de 150 karakters te komen, groet, ***** ;) "
619.0,15990.0,15990.0,15990.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃ¤tskeskador,ADLD,SEADLD24,27/02/2022,27/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA5,28/02/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,SkÃ¤rmen *** sprickor och en av kamerlinserna *** spruckit. Skada skedde nÃ¤r *** tappade telefonen ***** i *** lÃ¤genhet. Telefonen landade pÃ¥ kakelplattor. 
59.0,1449.0,1449.0,1449.0,NL_DISCOUNT_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Accidentele schade en vloeistofschade,ADLD,NLADLD2403,21/03/2022,21/03/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA19,19/05/2022,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"Gevallen uit mijn *** tijdens *** **** stoppen. Buiten op straat in ***********\nHij viel uit mijn eigen *** op de grond, ik **** niet wat ik nog **** **** vertellen "
59.0,1819.0,1819.0,1819.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-03-02 00:00:00,2024-03-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA147,2023-03-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,Schade is rechts boven aan het scherm ,****** is in de broekzak ontstaan met originele WUAWEI cover om mijn telefoon heen. **** ik mijn telefoon uit mijn *** *** zag ik de beschadiging. Gelukkig *** ik via care plus verzekerd
139.0,1979.0,1979.0,1979.0,FI_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Tapaturmaiset vauriot ja Nestevauriot,ADLD,FIADLD24,27/01/2022,27/01/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA274,27/01/2022,0,self,Online Portal,Accidental Damage,FI,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,Punttisalilla kÃ¤sipaino putosi/laskin *** puhelimen pÃ¤Ã¤lle. KÃ¤sipaino osui puhelimen reunaan saranapuolelle jolloin se vÃ¤Ã¤ntyi ja sisempi *** nÃ¤yttÃ¶ toimii nyt vain osittain.
619.0,18407.0,18407.0,18407.0,SE_ADLD_12M_MONTHLY_SMARTPHONE,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD12,2023-02-03 00:00:00,2024-02-03 00:00:00,Active,WUAWEI SCPUserPortal,SMARTPHONES,WUAWEI,WUAWEI-AAA139,2023-02-03 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,Mobilen rammlade pÃ¥ golvet och **** nÃ¤r *** tog *** ut frÃ¥n ******. *** *** fortfarande anvÃ¤nder *** *** glaset Ã¤r *** sprukit. SkÃ¤rmen *** spruckit. Det Ã¤r **** glaset **** touchscreen.
1454.0,13490.0,13490.0,13490.0,SE_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q4B4,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD1215,16/08/2022,16/08/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA83,16/08/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,"*** (Ã¤garen till telefonen) var pÃ¥ jobbet. *** telefon ramlade ur *** ficka pÃ¥ **** arbetsbyxor  utan att *** mÃ¤rkte *****.  *** hamnade pÃ¥ golvet och blev Ã¶verkÃ¶rd av en truck, och skÃ¤rmen blev fÃ¶rstÃ¶rd. *** ***** skÃ¤rmen pÃ¥ ""framsidan"" fungerar fortfarande, *** **** ""stora skÃ¤rmen"". Det Ã¤r ocksÃ¥ mÃ¥nga sprickor i telefonens skal."
139.0,1319.0,1319.0,1319.0,NL_MANDATORY_ADLD_1Y_UPFRONT_SMARTPHONE_Q5B5,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1247,18/08/2023,18/08/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA187,18/08/2023,0,self,Phone Call,Accidental Damage,NL,Completed,1.0,0.0,,,,,,,,,,,"Na *** teammiddag bij *** *** ik buiten *** *** trap gevallen waarbij mijn Galaxy Flip5 op de grond viel. Naast *** kapotte broek en **** bleek ook *** scherm beschadigd. *** scherm werkte nog wel, echter (naast krassen) ***** enkele schermpixels zichtbaar geworden. *** werden er later veel **** en nog sterker zichtbaar waardoor *** bekijken *** foto's of details zeer storend werd. Tevens bleek *** scherm links midden *** ***** stukje glas te missen.  *** toestel is in bezit bij ******* te ******* omdat ik deze aanvankelijk per abuis via ******* had aangemeld voor ******. "
59.0,1819.0,1819.0,1819.0,NL_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1203,2023-07-06 00:00:00,2024-07-06 00:00:00,Active,,SMARTPHONES,WUAWEI,WUAWEI-AAA152,2023-07-06 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,I was on a motorcycle and the phone fell out of my pocket I saw it after a while and drove back to pick it. Several cars drove over it. I can't even turn on the device because it is very damaged so I am not sure if something is still working or not. 
619.0,14490.0,14490.0,14490.0,SE_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD1206,28/02/2022,28/02/2023,Active,SWEDEN ESTORE BULK UPLOAD,,WUAWEI,WUAWEI-AAA8,2022-03-03 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,"PÃ¥ morgonen, vid frukosten, *** **** mobilen pÃ¥ kÃ¶ksbordet. DÃ¤r lÃ¥g ocksÃ¥ reklam ******. NÃ¤r *** skulle ta upp en sÃ¥ rÃ¥kade mobilen trillat *** pÃ¥ golvet frÃ¥n kÃ¶ksbordet."
619.0,14490.0,14490.0,14490.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD24,2022-11-07 00:00:00,2024-11-07 00:00:00,Active,WUAWEI SCPUserPortal,,WUAWEI,WUAWEI-AAA5,2022-11-07 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,,,,"*** tappade *** mobil i ****** och bÃ¥de baksida och framsida *** glaset spruckit Ã¤ven metallramen Ã¤r **** intrycket, kameraglaset pÃ¥ bakkameran blev repiga.\nFÃ¶rÃ¶vrigt fungerar mobilen "
59.0,1579.0,1579.0,1579.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-04-02 00:00:00,2024-04-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA104,2023-04-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Declined,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,Ik gebruikte *** apparaat zelf. Ik had *** in de sportschool neergezet op *** muurtje. Terwijl ik mijn oefening deed. ****** was er ***** aangebotst dat die gevallen was en **** ik ***** met mijn oefening was zag ik mijn telefoon op de grond met *** barst.
589.0,18407.0,18407.0,18407.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,24/07/2023,24/01/2024,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA111,24/07/2023,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,I was sitting in the car in front of my house at ***************** and when I got out from the car. The mobile phone dropped on the pavement and the glass broke.
59.0,1819.0,1819.0,1819.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-11-02 00:00:00,2024-11-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA147,2023-11-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Tijdens het vallen kon mijn telefoon een paar uur niet aan en reageerde nergens op,"Ik was *** *** lopen **** de telefoon door *** ongelukkig moment uit me hand viel. **** ik de telefoon op pakte *** ik er dus **** **** ***, hij **** niet ***, laadde niet op, helemaal ****. Nu wel weer maar de achterkant is wel helemaal stuk"
619.0,15990.0,15990.0,15990.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃ¤tskeskador,ADLD,SEADLD24,29/03/2022,29/03/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA37,29/03/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,*** cyklade och var pÃ¥ vÃ¤g till jobbet. Tappade mobilen och hamnade under dÃ¤cket. Nu *** *** **** slÃ¥ in pinkoden sÃ¥ *** vet **** vad *** funkar ***** ej.
59.0,1819.0,1819.0,1819.0,NL_MANDATORY_ADLD_12M_UPFRONT_SMARTPHONE_FOC,WUAWEI Care+ Onopzettelijke Schade en Vloeistofschade,ADLD,NLADLD1240,2023-07-02 00:00:00,2024-07-02 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA152,2023-07-02 00:00:00,0,self,Online Portal,Accidental Damage,NL,Completed,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,Ik had de telefoon naast me liggen **** ik via de galaxy buds *** *** ****** was. Ik had de telefoon met *** scherm naar boven liggen en nu is op *** scherm en fles water gevallen precies met de dop *** de rechterkant. Nu zit er dus en ster/barst *** de rechterkant in *** scherm. *** scherm doet *** verder nog wel
589.0,18407.0,18407.0,18407.0,SE_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Otursskador och fuktskador,ADLD,SEADLD6,2023-12-06 00:00:00,2023-12-12 00:00:00,Active,WUAWEI eStore,SMARTPHONES,WUAWEI,WUAWEI-AAA111,2023-12-06 00:00:00,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,*** var ***** och tappade *** telefon i golvet. *** **** skyddsskal pÃ¥ sÃ¥ sjÃ¤lva telefonen klarade *** bra *** S penna flÃ¶g ut och brÃ¶ts itu. *** halvan *** fastnat i sjÃ¤lva telefonen och *** fÃ¥r **** ut ***. ****** Ã¤r fÃ¶rstÃ¶rd.
619.0,14490.0,14490.0,14490.0,SE_ADLD_24M_UPFRONT_SMARTPHONE,WUAWEI Care+ Otursskador och vÃƒÂ¤tskeskador,ADLD,SEADLD24,27/02/2022,27/02/2024,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA22,28/02/2022,0,self,Online Portal,Accidental Damage,SE,Completed,1.0,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,,"Repor pÃ¥ baksidan av *** nedersta ****** linsen samt liten spricka i Ã¶vre vÃ¤nster hÃ¶rn baksida. ***** efter ett fall med telefon i handen, utanfÃ¶r huset. Telefonen *** ha nuddat ***** skrapat ****** ytterst **** *** det rÃ¤ckte fÃ¶r att *****. "
139.0,1879.0,1879.0,1879.0,FI_MANDATORY_ADLD_6M_UPFRONT_SMARTPHONE_SENA-ALWAYS-ON,WUAWEI Care+ Tapaturmaiset vauriot ja Nestevauriot,ADLD,FIADLD6,15/09/2022,15/03/2023,Active,WUAWEI eStore,,WUAWEI,WUAWEI-AAA93,15/09/2022,0,self,Online Portal,Accidental Damage,FI,Completed,1.0,0.0,,1.0,1.0,,1.0,1.0,0.0,,,,KÃ¤yttÃ¤jÃ¤ *** puhelimen omistaja *************************. Puhelin tipahti pÃ¶ydÃ¤n reunalta lattialle ja sisÃ¤nÃ¤yttÃ¶ meni *****. EtunÃ¤yttÃ¶ toimii normaalisti. Puhelin Galaxy Fold 4.  
